Text,DocType
"N: THE """"THREE NO'S"""" CONGRESSIONAL-ADMINISTRATION DIFFERENCES AND U.S. POLICY ISSUES CRS report number: 98-837 Author(s): Robert G. Sutter Foreign Affairs and National Defense Division Date: October 1 1998 Abstract The controversy between the Clinton Administration and congressional critics over President Clinton's public affirmation in Shanghai on June 30 1998 of the so-called """"three no's"""" regarding U.S. policy toward Taiwan is the latest episode in over 20 years of arguments between the Administration and the Congress over appropriate U.S. policy in the U.S.-People's Republic of China (PRC)-Taiwan relationship. The """"three no's"""" involve U.S. non-support for: Taiwan independence; one China one Taiwan; and Taiwan representation in international organizations where statehood is a requirement. This report reviews the arguments in the current controversy against the backdrop of an analysis of past congressional-administration disputes over U.S. policy toward Taiwan. It provides questions for congressional consideration during the current controversy. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_TAIWAN:_THE_%22THREE_NO%27S%22_CONGRESSIONAL-ADMINISTRATION_DIFFERENCES_AND_U.S._POLICY_ISSUES_October_1_1998"""" Categories: 2009 | 2009-02 | Authored 1998 | Authored 1998-10 | Leaked files | United States | Congressional Research Service | Bulk | China | Taiwan""",Private
"House and Senate CRS report number: 98-718 Author(s): Mildred Amer Government and Finance Division Date: March 27 2008 Abstract """"Secret"""" or """"closed"""" sessions of the House and Senate exclude the press and the public. They are held to discuss business such as Senate deliberations during impeachment trials issues of national security and sensitive communications received from the President all deemed to require confidentiality and secrecy. During a secret session the doors of the chamber are closed. The chamber and its galleries are cleared of all individuals except Members and those officers and employees specified in the rules or essential to the session. Secret sessions occur infrequently. Any Member of Congress may request one although there is usually agreement in advance among Members. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_Secret_Sessions_of_the_House_and_Senate_March_27_2008"""" Categories: 2009 | 2009-02 | Authored 2008 | Authored 2008-03 | Leaked files | United States | Congressional Research Service | Bulk""",Private
"Emergency Supplemental Allocations CRS report number: RL31187 Author(s): Amy Belasco and Larry Nowels Foreign Affairs Defense and Trade Division Date: September 27 2002 Abstract This report discusses the overall composition of the Administration's plan to allocate the $40 billion supplemental. It provides a current status of the planned and proposed allocations by category agency general purpose and appropriation account. It further tracks congressional debate highlighting alternative initiatives under consideration and assessing major changes directed by Congress. An appendix includes 12 tables that describe the purposes and spending amounts in each appropriation bill and congressional decisions for allocating the second $20 billion portion. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_Combating_Terrorism:_2001_Congressional_Debate_on_Emergency_Supplemental_Allocations_September_27_2002"""" Categories: 2009 | 2009-02 | Authored 2002 | Authored 2002-09 | Leaked files | United States | Congressional Research Service | Bulk""",Private
"8-446 Author(s): Zina L. Watkins and Carla Berry Knowledge Services Group Date: October 22 2008 Abstract This is a directory of about 150 government agencies designed to assist congressional staff in contacting agencies of the legislative branch cabinet departments and other executive branch agencies and boards and commissions. It contains names of congressional liaison officers addresses telephone and fax numbers and occasionally e-mail addresses. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_Congressional_Liaison_Offices_of_Selected_Federal_Agencies_October_22_2008"""" Categories: 2009 | 2009-02 | Authored 2008 | Authored 2008-10 | Leaked files | United States | Congressional Research Service | Bulk""",Private
"30116 Author(s): Morton Rosenberg American Law Division Date: May 8 2008 Abstract This report provides an explanation of how the review scheme was expected to operate and describe how it has in fact been utilized. The possible reasons for the relatively limited use of the formal mechanism thus far are assessed. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_Congressional_Review_of_Agency_Rulemaking:_An_Update_and_Assessment_of_the_Congressional_Review_Act_After_a_Decade_May_8_2008"""" Categories: 2009 | 2009-02 | Authored 2008 | Authored 2008-05 | Leaked files | United States | Congressional Research Service | Bulk""",Private
"5-464 Author(s): Morton Rosenberg American Law Division Date: April 7 1995 Abstract This report provides an overview of some of the more common legal procedural and practical issues questions and problems that committees have faced in the courts of an oversight investigation. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_Investigative_Oversight:_An_Introduction_to_the_Law_Practice_and_Procedure_of_Congressional_Inquiry_April_7_1995"""" Categories: 2009 | 2009-02 | Authored 1995 | Authored 1995-04 | Leaked files | United States | Congressional Research Service | Bulk""",Private
"Ethics Rules CRS report number: RL31126 Author(s): Jack Maskell American Law Division Date: October 24 2007 Abstract This report provides an overview and summary of the federal laws ethical rules and regulations which may be relevant to the activities of those who lobby the United States Congress. It provides a summary discussion of the federal lobbying registration and disclosure requirements of the Lobbying disclosure Act of 1995 the Foreign Agents Registration Act questions on the propriety of contingency fees for lobbying restrictions on lobbying with federal funds post-employment (revolving door) lobbying activities by former federal officials and House and Senate ethics rules which may be relevant to contacts with private lobbyists. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_Lobbying_Congress:_An_Overview_of_Legal_Provisions_and_Congressional_Ethics_Rules_October_24_2007"""" Categories: 2009 | 2009-02 | Authored 2007 | Authored 2007-10 | Leaked files | United States | Congressional Research Service | Bulk""",Private
"32935 Author(s): Elizabeth B. Bazan and Morton Rosenberg American Law Division Date: May 31 2005 Abstract This report addresses Congress' oversight authority over individual federal judges or Supreme Court Justices. Congressional oversight authority although broad is limited to subjects related to the exercise of legitimate congressional power. While Congress has the power to regulate the structure administration and jurisdiction of the courts its power over the judicial acts of individual judges or Justices is more restricted. For instance Congress has limited authority to remove or discipline a judge for decisions made on the bench. Article III Section 1 of the Constitution provides that judges have """"good behavior"""" tenure which effectively has come to mean lifetime tenure for Article III judges subject to removal only through conviction on impeachment. However impeachment of a judge or Justice requires a finding that such judge or Justice has engaged in a """"High Crime or Misdemeanor."""" Thus an investigation into decisions or other actions by a particular judge pursuant to an impeachment would appear to require some connection between an alleged """"High Crime or Misdemeanor"""" and a particular case or cases. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_Congressional_Oversight_of_Judges_and_Justices_May_31_2005"""" Categories: 2009 | 2009-02 | Authored 2005 | Authored 2005-05 | Leaked files | United States | Congressional Research Service | Bulk""",Private
"Elimination of All Forms of Discrimination Against Women (CEDAW): Congressional Issues CRS report number: RL33652 Author(s): Luisa Blanchfield Foreign Affairs Defense and Trade Division Date: October 28 2008 Abstract This report provides background on CEDAW developments including U.S. policy and congressional actions and considers arguments for and against ratification. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_The_Convention_on_the_Elimination_of_All_Forms_of_Discrimination_Against_Women_(CEDAW):_Congressional_Issues_October_28_2008"""" Categories: 2009 | 2009-02 | Authored 2008 | Authored 2008-10 | Leaked files | United States | Congressional Research Service | Bulk""",Private
"Between the United States and Iraq CRS report number: RL34362 Author(s): Michael John Garcia R. Chuck Mason and Jennifer K. Elsea American Law Division Date: May 28 2008 Abstract This report begins by discussing the current legal framework governing U.S. military operations in Iraq. The report then provides a general background as to the types of international agreements that are binding upon the United States as well as considerations affecting whether they take the form of a treaty or an executive agreement. Next the report discusses historical precedents as to the role that security agreements have taken with specific attention paid to past agreements entered with Afghanistan Germany Japan South Korea and the Philippines. The report then discusses the oversight role that Congress plays with respect to entering and implementing international agreements involving the United States. Finally the report describes legislation proposed in the 110th Congress to ensure congressional participation in the conclusion of a security agreement between the United States and Iraq including the engrossed amendment to H.R. 2642 the Supplemental Appropriations Act 2008 which passed the House on May 15 2008; S. 2426 the Congressional Oversight of Iraq Agreements Act of 2007; H.R. 4959 Iraq Strategic Agreement Review Act of 2008; H.R. 5128 disapproving of any formal U.S.-Iraq security agreement absent congressional authorization; and H.R. 5626 the Protect Our Troops and Our Constitution Act of 2008. The White House has suggested that the President would veto legislation that attempted to define the legal effect or content of any agreement with Iraq prior to the completion of diplomatic negotiations. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_Congressional_Oversight_and_Related_Issues_Concerning_the_Prospective_Security_Agreement_Between_the_United_States_and_Iraq_May_28_2008"""" Categories: 2009 | 2009-02 | Authored 2008 | Authored 2008-05 | Leaked files | United States | Congressional Research Service | Bulk | Japan | Philippines | Iraq | South Korea | Germany | Afghanistan""",Private
"Enforcement of Congressional Rules of Conduct: An Historical Overview CRS report number: RL30764 Author(s): Mildred Amer Government and Finance Division Date: November 18 2008 Abstract This report describes the evolution of congressional enforcement of congressional rules of conduct and summarizes the disciplinary action taken by the House Committee on Standards of Official Conduct and the Senate Select Committee on Ethics. It also selectively discusses some recent changes and proposals for an independent enforcement entity. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_Enforcement_of_Congressional_Rules_of_Conduct:_An_Historical_Overview_November_18_2008"""" Categories: 2009 | 2009-02 | Authored 2008 | Authored 2008-11 | Leaked files | United States | Congressional Research Service | Bulk""",Private
-Iraq Strategic Framework and Status of Forces Agreement: Congressional Response CRS report number: RL34568 Author(s): Matthew C. Weed Foreign Affairs Defense and Trade Division Date: July 11 2008 Abstract This report is divided into two main parts: the f,Private
"Brief Historical Overview CRS report number: RS20145 Author(s): Mildred Amer Government and Finance Division Date: March 27 2008 Abstract """"Secret"""" or """"closed door"""" sessions of the House of Representatives and Senate are held periodically to discuss business including impeachment deliberations deemed to require confidentiality and secrecy. Authority for the two chambers to hold these sessions is implied by Article I section 5 of the Constitution. Both the House and the Senate have supplemented this clause through rules and precedents. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_Secret_Sessions_of_Congress:_A_Brief_Historical_Overview_March_27_2008"""" Categories: 2009 | 2009-02 | Authored 2008 | Authored 2008-03 | Leaked files | United States | Congressional Research Service | Bulk""",Private
"Enforcement and Intelligence Information: The Congressional Role CRS report number: RL33873 Author(s): Richard A. Best Jr. Foreign Affairs Defense and Trade Division Date: February 13 2007 Abstract Laws and regulations have changed significantly since September 2001 and an Information Sharing Executive (ISE) has been established within the Office of the Director of National Intelligence to design and implement information sharing procedures. It is clear however that sustaining the exchange of law enforcement and intelligence information remains a challenge. In particular there is continued concern about sharing of information that might in some way jeopardize the rights of free speech or association of U.S. persons. This opposition has contributed to the difficulty Congress has had in addressing legislation in this area and can be expected to continue. Some argue that given the extent of legislation enacted in recent years extensive oversight of information sharing efforts may be an appropriate way to ensure that the balance between ensuring domestic security and protecting civil liberties can be maintained. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_Sharing_Law_Enforcement_and_Intelligence_Information:_The_Congressional_Role_February_13_2007"""" Categories: 2009 | 2009-02 | Authored 2007 | Authored 2007-02 | Leaked files | United States | Congressional Research Service | Bulk""",Private
"(COOP): An Overview of Concepts and Challenges CRS report number: RL31594 Author(s): R. Eric Petersen Government and Finance Division; and Jeffery W. Seifert Resources Science and Industry Division Date: September 9 2005 Abstract This report discusses the circumstances surrounding COOP planning including provisions for alternative meeting sites and methods for conducting House and Senate meetings and floor sessions when Capitol facilities are not available. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_Congressional_Continuity_of_Operations_(COOP):_An_Overview_of_Concepts_and_Challenges_September_9_2005"""" Categories: 2009 | 2009-02 | Authored 2005 | Authored 2005-09 | Leaked files | United States | Congressional Research Service | Bulk""",Private
"Year 2005 Homeland Security Grant Program: State Allocations and Issues for Congressional Oversight CRS report number: RL32696 Author(s): Shawn Reese Government and Finance Division Date: August 4 2006 Abstract This report summarizes key provisions of the FY2005 program guidance with special attention to differences from the FY2003 and FY2004 editions. This report also discusses issues regarding methods used to allocate federal homeland security assistance and authorized expenditures of homeland security assistance programs and it analyzes options Congress might consider for resolving those issues. Tables included in the report present comparative data on federal homeland security assistance to states and localities. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_Fiscal_Year_2005_Homeland_Security_Grant_Program:_State_Allocations_and_Issues_for_Congressional_Oversight_August_4_2006"""" Categories: 2009 | 2009-02 | Authored 2006 | Authored 2006-08 | Leaked files | United States | Congressional Research Service | Bulk""",Private
"Bank Charter: Current Legal Process and Congressional Response CRS report number: RS22364 Author(s): Michael V. Seitzinger American Law Division Date: December 21 2006 Abstract There are several statutory requirements imposed by the Credit Union Membership Access Act (CUMAA) for converting a federal credit union to a mutual savings bank. In addition the National Credit Union Administration (NCUA) the federal agency that charters and supervises federal credit unions has issued regulations requiring significant disclosures by a federal credit union attempting to convert its charter to a mutual savings bank. Some of these disclosures are considered by critics to be speculative in nature such as whether the directors of the converted institution intend later to convert to a stock-issuing entity thereby possibly enriching themselves. Others believe that this kind of information is at the heart of the conversion process and should be disclosed. H.R. 3206 109th Congress was introduced to limit the kinds of disclosures required in particular disclosures of a speculative nature. On May 11 2006 the House Committee on Financial Services Subcommittee on Financial Institutions and Consumer Credit held hearings on the bill. On December 14 2006 the NCUA approved final rules governing conversions of credit unions to mutual savings banks or mutual savings associations. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_Conversion_of_Credit_Union_Charter_to_Mutual_Savings_Bank_Charter:_Current_Legal_Process_and_Congressional_Response_December_21_2006"""" Categories: 2009 | 2009-02 | Authored 2006 | Authored 2006-12 | Leaked files | United States | Congressional Research Service | Bulk""",Private
"Effective Instrument of U.S. Foreign Policy? CRS report number: 96-844 Author(s): Richard A. Best Jr. Foreign Affairs and National Defense Division Date: October 21 1996 Abstract Covert actions have often been chosen as instruments of U.S. policy since World War II; presidential responsibility and legislative branch oversight have been established by statute. Nonetheless some observers question their utility and a variety of proposals have been made to reorganize the CIA's Directorate of Operations that plans and undertakes covert actions. Download PDF version: File | Torrent | Magnet TXT version: File | Torrent | Magnet Retrieved from """"https://www.wikileaks.org/wiki/CRS:_Covert_Action:_An_Effective_Instrument_of_U.S._Foreign_Policy%3F_October_21_1996"""" Categories: 2009 | 2009-02 | Authored 1996 | Authored 1996-10 | Leaked files | United States | Congressional Research Service | Bulk""",Private
