Text,DocType
" DynCorp International’s (DI) fourth annual Walking Day Challenge brought nearly double the teams from last year, topping out at 28 teams trekking for the win! Wednesday, April 3, was a day of speed-walking to glory despite incoming in Afghanistan and participants scraping out time to walk from their busy, mission-filled day. DI holds the International Walking Day Challenge to remind employees of the importance of taking a walk. DI had walkers in Texas, Virginia, California, Alabama, Egypt, India, Qatar and Afghanistan. Here are the
eagerly anticipated team results! Congratulations to our 2019 walking
challenge winner, the Unstoppables of DI Business Services in Bangalore, India! Thank you to all of our participants! Check out DI’s 2019 Walking Day Challenge Flickr page to look at pictures from the walkers!",Public
" On February 19, DynCorp International’s Rob Tillery, senior
vice president of operations, joined the LOGCAP team from Task Order 7 (TO7) at
the National Training Center, Fort Irwin, California, in the presentation of a
$2,500 check to the National Training Center’s Sergeant Audie Murphy Club (SAMC).
The Sergeant Audie Murphy Club is a private U.S. Army organization for enlisted
non-commissioned officers. DynCorp International has chosen to graciously
sponsor the induction ceremonies for all new members into National Training
Center’s SAMC. Rob Tillery, program manager Phil Mead, and the leadership from
TO7 sat down in the local dining facility and enjoyed a meal before presenting the
sponsorship check to the President of the SAMC, 1SGJones. Left to Right – Garrison CSM Edwards, 1SG Jones, UNK, Rob
Tillery, MSG Weiss, SGM Bowman Left to Right – 1SG Jones and Rob Tillery",Public
" Three service milestones were reached recently at NAS Patuxent River, Maryland on DynCorp International’s (DI) program servicing aircraft for the U.S. Navy. Celebrating 40 years of service were Steve Long and Walter Muenzel, and celebrating 45 years of service was Ethrage “Duck” Haggard. “DI has
serviced the U.S. Navy at Pax River continuously since 1973,” said Randy
Hughes, program manager. “Steve, Walter and Duck have played a significant role
in DI’s continued success at Pax. They have contributed to our long legacy of
providing unmatched dedicated service to our navy customer and are standout
examples of serving today for a better tomorrow with a combined 29,200 days of
service!”    Steve Long began his career at Dynalectron, DI’s predecessor company, in 1979 at the U.S. Naval Test Pilot School (TPS) at NAS Patuxent River. Steve started out maintaining T-2 aircraft and has since worked on A-4, U-6, NU-1B, X-26 and T-38 aircraft. Steve is currently the subject matter expert on the NU-1B and U-6 aircraft and has been very influential in training the next generation of aircraft mechanics as they support the school’s unique national assets. Steve holds an FAA Airframe and Power Plant (A&P) license and has received multiple letters of appreciation for his work to include one from the Naval Air Test and Evaluation Museum at Pax River and another from the commander of the U.S. Naval Test Pilot School while serving his 40-year tenure at TPS. Walter “Frank” Muenzel began his career at Dynalectron in 1979 at the U.S. Navy TPS as an aircraft mechanic after serving four years in the United States Marine Corps (USMC). While in the marines, Frank worked on F-4J aircraft and reached the rank of corporal. Early in the 1980’s Frank transferred to the ground support equipment shop where he maintains many different types of aviation support equipment for TPS. The Naval Air Test and Evaluation Museum at Pax River commended him in a letter of appreciation while serving his 40-year tenure at TPS. Frank’s family has a history of service to the nation – he was born in Germany where his father was stationed with the U.S. Air Force and his brother is retired from the USMC. Married to his wife Evelyn for more than 20 years, he has two daughters and a son. Ethrage “Duck” Haggard holds the distinction of having the longest current continued service within the company, having reached the 45-year milestone of DI service. Duck started his employment as a Contract Field Team aircraft mechanic on March 4, 1974 at Shaw AFB, South Carolina, and performed aircraft maintenance services at Honolulu, Hawaii, and Elmendorf, Alaska before taking a position at Patuxent River in 1975. Many of the aircraft Duck has maintained at Pax River are currently retired and being honorably displayed at the Pax Naval Air Museum. Currently serving as the business manager on the Naval Test Wing Atlantic program, Duck enjoys spending time with his grandson fishing and hunting. “Congratulations and a big THANK YOU on behalf of a very appreciative company,” said Joe Ford, DynAviation president. “These three gentlemen have reached an epic and extraordinary milestone in their years of service.”",Public
" Clifford Ruggles, program manager of DynCorp International’s (DI) Phoenix Consulting Group, recently traveled to Afghanistan to provide counter-elicitation training to DI’s Afghanistan National Army (ANA), Afghanistan National Police (ANP) and Afghanistan Life Support Services (ALiSS) programs in Kabul. A former U.S. Army interrogator and strategic debriefer who has been with the Phoenix Consulting Group since 2003, Mr. Ruggles focused his training primarily on teaching techniques for recognizing and countering information-gathering attempts by potential competitors, adversaries or anyone else seeking to gain insight into DI’s operations.  “Due to the fact that DI employees in Afghanistan routinely work alongside our competitors and interact daily with people from dozens of countries, the potential for unknowingly disseminating sensitive company information is high,” said Ruggles. ALiSS Food Service Operations Manager Robert Peters noted, “I thought that the class was very informative and should be a requirement. In contracting, especially overseas, there are numerous opportunities for employees to inadvertently pass along proprietary information. Being in a community such as this, most people are friendly with one another. What one person may think is a friendly conversation, another person may be trying to use the conversation to elicit or extract information that their company can use on proposals.” “It was an excellent class and Cliff Ruggles is an excellent instructor. You can tell that he has been doing it for a long time and it shows in his delivery, presentation, and his knowledge is off the charts,” commented Curtis Blasé, ANA/ANP director of Security and Operations. “Although the focus of these training events was primarily counter-elicitation, the Phoenix Consulting Group conducts a wide variety of training courses such as Advanced Crisis Negotiations, Business Intelligence, Strategic Debriefing of Law Enforcement Sources, Cognitive Interviewing, and others,” added Ruggles. Descriptions of these and other Phoenix course offerings can be found in their online brochure. For more information and/or to request training from the Phoenix Consulting Group for your program or office, contact phoenixconsulting@dyn-intl.com or 571-722-0227.",Public
" On October 20, 2018, DynCorp International (DI) sponsored the National Training Center – High Desert Chapter of the Association of the United States Army’s (AUSA) 23rd annual golf tournament, for the second year in a row. Along with being one of the largest corporate sponsors, DI had five four-person teams, including the first place team. The winning team, John Pace (Technical Inspector-Heavy Wheel), Patrick Pring (Welder-Heavy Wheel), Rene Moreno (Tactical Vehicle Mechanic-HMMWV), and Leo Duarte (Maintenance Supervisor-Track), decided to donate their winnings of $300 to the National Training Center’s Sergeant Audie Murphy Club (SAMC). Following this donation, SAMC inductee Sr. Operations Manager Carl Curtice, along with Sr. Logistics Manager Jessie Bates, arranged for DI to sponsor future SAMC inductee ceremonies.       ",Public
" From October 8-10, 2018, DynCorp International (DI) participated in the Association of the United States Army (AUSA) Annual Meeting & Exposition, the largest land power exposition and professional development forum in North America, at the Walter E. Washington Convention Center in Washington, D.C. More than 26,000 attendees, including senior Defense Department officials, military personnel and industry executives, participated in the event. DI was one of 9,123 exhibitors and invited those attending to learn more about the company and our offerings. DI executives maintained busy schedules networking with fellow industry leaders, meeting with customers and gaining knowledge into the Army’s needs throughout the three day tradeshow. George Krivo, DynCorp International’s Chief Executive Officer, personally hosted numerous senior level customer and industry engagements and met with reporters from Defense One, Aviation Week and Defense News to share updates about DI and the defense services industry. In the interviews, he addressed DI’s rebound, new contract wins, defense budgets, the readiness shortfall, industry consolidation, sale rumors and more. George Krivo also met with Bonnie Carroll, President and Founder of TAPS, to present a check for $143,000 that was recently raised by DI in a charity golf fundraiser in Texas in September. TAPS has supported many DI survivor families, and in 2014, DI became the first private company to form an official partnership with TAPS to provide support to families of fallen DI personnel. Photos from AUSA 2018 can be found on Flickr. AUSA 2018 The AUSA 2018 Annual Meeting & Exposition theme this year was “Ready Today, More Lethal Tomorrow.” The annual meeting helps tell the Army’s story and delivers key messages to a worldwide audience. Exhibitors display innovative systems, products and services that give the Army incredible capabilities. About AUSA Since 1950, AUSA has worked to support national security and advance the interests of America’s Army and the men and women who serve. AUSA is a private, non-profit educational organization that supports the U.S. Army including active-duty, guard, reserves, civilians, retirees, and family members.  ",Public
" DCA Live, an organization that covers the industries, companies and people that are driving growth in the Washington, D.C. region, recognized DynCorp International’s (DI) Virginia Robinson at its 4th Annual DCA Live Top Corporate Counsel event on September 17. In partnership with the Association of Corporate Counsel-National Capital Region, DCA Live recognized 40 of the most interesting and dynamic in-house attorneys in the Washington, D.C. region. Virginia Robinson, Chief Counsel for Labor & Employment and Environmental Health and Safety at DI, has been an attorney in the DI Legal Department for six years. Before working at DI, Virginia honed her skills at some of the top law firms in the country. She graduated from Penn State in 1999 with a B.A. in English and obtained her law degree in 2005 from the Washington & Lee University School of Law. In a brief interview with DCA Live, Virginia discussed her experiences working in-house for DynCorp International. DCA Live: Your 2018 summer vacation spot(s)? Virginia: Italy (Venice, Padua, Florence, Rome). DCA Live: Best part about being in-house? Virginia: Cultivating a deeper understanding of my client; ability to collaborate with colleagues and clients without billing pressures. DCA Live: Biggest in-house trends/issues your law firm friends and colleagues should know about? Virginia: It’s important to keep in mind that your corporate client’s goals and needs are not stagnant – they change over time, sometimes quite quickly, based on a wide variety of constantly shifting internal and external pressures. Make sure you ask your clients about the current issues they are facing that might influence your handling of an otherwise seemingly unrelated matter. DCA Live: Your advice to a soon to graduate law school student? Virginia: Law firm jobs can be an important way to learn strong customer service skills, so starting your career in private practice can be a good idea, but keep an eye out for in-house opportunities before you get too senior in your career – you will find the work both challenging and rewarding.",Public
" This April, the U.S. Embassy in Kabul was recognized as a worldwide winner of the Greening Council’s Greening Diplomacy Initiative (GDI) Award for their recycling efforts in a critical-threat environment. DynCorp International currently provides waste management services under a task order on the Afghanistan Life Support Services (ALiSS) program, and has been leading the recycling efforts at the embassy. The annual GDI Awards recognize posts or offices that innovate to reduce their environmental footprint. This award was presented to Embassy Kabul for remaining committed to reducing their environmental footprint despite facing a constant critical-threat security environment with limited infrastructure. The embassy’s recycling program recycled 364,000 pounds of waste in 2017. Local partners turned the recycled materials into items such as plastic furniture, toilet paper, and dishes. This partnership expands private sector-led economic growth and provides employment alternatives to those at risk of radicalization and violent extremist messaging. The post also launched a campaign to discourage the use of bottled water, emphasizing that 100% of compound water is potable. Post’s Green Team and the ALiSS program issued water bottles and filters to 200 embassy personnel to help reduce bottled water usage. About Greening Diplomacy Initiative The Greening Diplomacy Initiative (GDI) was launched on April 22, 2009, to capture and disseminate grassroots sustainability efforts at the U.S. Department of State. GDI is the umbrella term for actions undertaken by personnel, posts, offices, and bureaus to improve the environmental performance and sustainability of the Department of State’s world-wide facilities and operations. GDI is support by the Eco-Diplomacy Unit within the Innovation Directorate, which works to strengthen and disseminate tools and policies aimed at increasing operational efficiencies that reduce the Department’s environmental footprint and operational costs. The Department of State’s Chief Sustainability Officer (CSO) provides strategic direction and oversight for all efforts under GDI.",Public
" DynCorp International (DI) recently nominated one of its small business partners, DA Defense Logistics, to the U.S. Small Business Administration (SBA) for the Small Business Subcontractor of the Year award. While DA Defense did not advance as a finalist in Washington D.C., the subcontractor was recognized by the SBA’s El Paso district office as the small business subcontractor of the year at the 55th Annual Small Business Week awards ceremony luncheon held in El Paso, Texas. “DA Defense has been a solid small business partner to DI since 2012,” said Debbie Newberry, DI Small Business senior manager. “They have supported many of our DynLogistics contracts – FIRST at Ft. Bliss, Texas; WRM II at Yorktown, Virginia; EAGLE at Ft. Campbell, Kentucky; TS3 TACOM at multiple U.S. locations; and LOGCAP at Fort Irwin, California.” DI submitted DA Defense’s nomination for the recently celebrated SBA National Small Business Week, an event to recognize the nation’s top small businesses and entrepreneurs, on April 29 through May 5. “DA Defense is a self-lead organization that provides truly seamless support every day,” said Stephen Blake, EAGLE program manager. “Any prime contractor would be proud to have them on their team!” The El Paso Small Business Week awards ceremony was attended by DI’s Debbie Newberry and AFCAP IV Program Manager Timothy Gahr. In addition to El Paso’s small business subcontractor of the year award, DA Defense’s President David Granado was presented a Certificate of Special Congressional Recognition from Congressman Beto O’Rourke. “We congratulate DA Defense,” said Billy Harlin, DI Supply Chain senior director. “They are very deserving of the recognition as small business subcontractor of the year.”",Public
"  DynCorp International (DI) supports the Afghanistan Life Support Services (ALiSS) program, running the waste management recycling program, and representatives recently visited seven USAID locations around Afghanistan to show what the program is accomplishing. The audiences learned through an eye-opening presentation how the U.S. Embassy in Kabul has made an effort to reduce waste by recycling plastic bottles, aluminum cans, and cardboard, which are made into household products locally. DI manages recycling initiatives through our waste management subcontractor in Afghanistan. We recycled over 340 thousand pounds of plastic, cardboard and aluminum in 2017. Trash from the Embassy is sent to the recycling center where workers sort and separate the recyclables. Plastics are shredded into small fragments, aluminum cans are compressed into dense bales, and cardboard is pressed into more manageable sizes. The materials are then sent to other vendors that turn them into things like molded plastic furniture and toilet paper.   In addition to the regular recycling, DI has also partnered with another company to dispose of food waste generated through kitchen operations (e.g. preparation, leftovers, etc.) along with shredded paper.            ",Public
" On April 25, DynCorp International (DI) held our annual International Walking Day Challenge. DI had more than 15 teams racing to take the most steps during the designated nine-hour period, and everyone was pushing for the win! DI holds the challenge to remind employees of the importance of taking a walk. We had walkers in Texas, Virginia, California, Egypt, Afghanistan and the Marshal Islands. Here are the eagerly anticipated team results! Congratulations to our 2018 walking challenge winner, the Ammo Dawgs in Kandahar, Afghanistan! Thank you to all of our participants! Check out DI’s 2018 Walking Day Challenge Flickr page to look at pictures from the walkers.",Public
" This April, DynCorp International’s McLean, Virginia office hosted a packing party with our local USO chapter to put together 1,500 snack packs for the troops. “Pack 4 Troops” is an opportunity for groups to support our service men and women, and our team stepped up the task! We had three assembly lines with colleagues filling Ziploc bags full of snack items, and another area with colleagues packing the bags into boxes. The teamwork and camaraderie made the service project a fun activity for the office. To view USO-Metro’s video explaining the program, click here. Photos from the DynCorp International packing party can be found on our Flickr page.",Public
" Recently, DynCorp International (DI) CEO George Krivo spent a day visiting the CAL FIRE program in McClellan, California. “Mr. Krivo wanted to see the DI maintenance technicians who maintain the CAL FIRE fleet of aircraft. We also showed him the completed Project X aircraft, pre-paint, which will be Tanker 79 this summer. The aircraft was rescued from the Navy boneyard, stripped down to the bare metal, and modified with over 300 kits installed – including new wire harnesses, new turbine engines and a retardant tank addition to the center fuselage,” said Jeff Cavarra, CAL FIRE director. “We greatly appreciate him taking the time to come out and tour our operation.” While on site, George held an informal all-hands meeting to talk about relevant company information and answer questions. The program has been busy conducting ground and flight school training while maintenance technicians perform annual maintenance on all three CAL FIRE aircraft types – S-2, OV-10 and UH-1H. “The CAL FIRE program is a complex and extraordinary effort,” said CEO George Krivo. “There are more aircraft than I was expecting – it is truly impressive. They are doing outstanding and important work, maintaining these aircraft and executing critical lifesaving operations.”",Public
" In the words of author Stephen King, “Sooner or later, everything old is new again.” On January 25, Tanker 79 made its maiden flight after 22 months of work by DynCorp International (DI) mechanics on the CAL FIRE program in Sacramento, California. The aircraft flew for the first time since 1977, when it was retired by the U.S. Navy. DI opened the first Work Order on the aircraft in March of 2016.  “The project, dubbed Project X during the conceptual phase, took the aircraft to a barebones airframe and rebuilt it from there,” said Jeff Cavarra, CAL FIRE program director.“DI employees performed all of the work on the aircraft and were assisted by various other vendors who provided engineering and logistical support, and specialized services.”  The rebuilt aircraft included new wiring, structural improvements and modifications, removal of the torpedo bay, installation of the retardant tank, a refurbished hydraulic system, installation of a stand-alone retardant tank hydraulic operating system, modified and overhaul cockpit layout and features, and a new fuel system. It will be available for the 2018 fire season in California and is expected to be based in Hollister, California. The FAA DER flight test pilot who performed the first flight stated, “It was the most uneventful first flight that I ever remember having.” The aircraft will be flown for approximately 40-50 additional hours prior to being flown to Arizona for paint. “The success of Project X is a testament to the partnership that DI has with CAL FIRE,” continued Cavarra. “What an amazing accomplishment for these employees and an extraordinary story for DI.”",Public
