Text,DocType
 This joint resolution prohibits the proposed sale of various defense articles and related support services as described in license document DDTC-17-112 to Saudi Arabia and the United Kingdom. ,Public
 Russian-Venezuelan Threat Mitigation Act This bill calls for assessments of Russia's relationship with Venezuela and bars from U.S. entry aliens who have supported Venezuelan security forces on behalf of Russia. The Department of State shall report to Congress an assessment of Russia and Venezuela's security cooperation and the threat it poses to countries in the Western Hemisphere including the United States. The State Department shall also devise a strategy to counter such a threat. The President shall report to Congress an assessment of the national security risks posed by a potential Russian acquisition of CITGO's U.S. energy infrastructure holdings. CITGO is an energy company owned by Petroleos de Venezuela (PdVSA) a Venezuelan state-owned oil company. A Russian state-owned company has extended a loan to PdVSA and a default on that loan could result in Russian ownership of CITGO. The bill bars the entry into the United States of aliens who have worked on behalf of Russia to support Venezuelan security forces. It also revokes any current visas belonging to such individuals. The President may waive this bar as to an alien if it is in the national interest of the United States to do so. ,Public
 Saudi Educational Transparency and Reform Act of 2019 This bill directs the Department of State to report to Congress annually on educational materials published by Saudi Arabia's Ministry of Education which are used both inside and outside Saudi Arabia.  The report shall detail whether such educational materials include content that could be seen as encouraging violence and intolerance toward religious groups including Muslims who hold dissenting views. The report shall also discuss related subjects including the extent such materials are exported and efforts by the Saudi government to remove the intolerant content.  The State Department shall issue such reports for 10 years unless the State Department determines that the intolerant content has been completely removed. If such content is still included in Saudi Arabia's educational materials after 10 years the State Department shall continue reporting to Congress for another 5 years. ,Public
 Repatriation Assistance Act of 2019 This bill authorizes the Department of Homeland Security (DHS) to provide foreign governments with financial assistance through FY2023 for operations to stop individuals who may pose a national security border security or terrorist threat to the United States.  DHS and the Department of State shall jointly develop and implement such financial assistance.,Public
 Baseball Diplomacy Act This bill waives various embargo and immigration restrictions in order to allow Cuban nationals to enter the United States to play organized professional baseball.  U.S. embargo authority may not regulate or prohibit various transactions by or on behalf of such a Cuban national nor may the individual be prohibited from returning to Cuba with the earnings made from playing professional baseball. The President's authority to bar an alien whose entry is deemed to be detrimental to U.S. interests may not be used to deny a visa to a Cuban national entering to play baseball. Such an individual may obtain a visa to remain in the United States only for the duration of the baseball season. The visa need not be renewed for reentry into the United States during the term of a contract between the individual and the team for which the individual played in the preceding season. ,Public
 This resolution expresses support for the recognition of American Heart Month to bring awareness to the cardiovascular disease  health crisis in the United States and abroad.    ,Public
 Prevent Crime and Terrorism Act of 2019 This bill prohibits the President from removing various items from the U.S. Munitions List which lists weapons and related equipment that are subject to export controls. Items that the President may not remove from the list include combat shotguns silencers flame throwers electric armor and various types of ammunition and weapons components.,Public
 This joint resolution prohibits the proposed sale of various defense articles and related support services to Saudi Arabia the United Kingdom Spain and Italy as described in license document DDTC-17-094.,Public
 Peace Corps Stamp Act  This bill directs the U.S. Postal Service to issue a Peace Corps Semipostal Stamp for 10 years to afford the  with a convenient way to help fund the Peace Corps' Global Fund. ,Public
 Calls for: (1) the immediate extradition or rendering to the United States of convicted felons William Morales and Joanne Chesimard and all other fugitives who are receiving safe harbor in Cuba to escape prosecution or confinement for criminal offenses committed in the United States; and (2) the Department of State and the Department of Justice to continue to press for the immediate extradition or rendering of all fugitives from U.S. justice so that they may be tried and if convicted serve out their sentences.,Public
 This resolution calls upon the governments of Bangladesh and Pakistan to stop Jamaat-e-Islami (an Islamist political party) from threatening regional stability and urges U.S. agencies to end partnerships with groups affiliated with Jamaat-e-Islami . Additionally this resolution presses law enforcement to investigate the reported collaboration between the Hand for Relief and Development (a charitable organization) and a Pakistani terrorist organization.,Public
 African Descent Affairs Act of 2019  This bill directs the Department of State to establish an Office of Global African Descent Affairs to be headed by the Director and Special Advisor to the Secretary on Global African Descent Affairs. Office functions shall include The bill requires that a description of the status of the people of African descent in each country be included in a specified annual human rights report.  The U.S. Agency for International Development shall appoint a Senior Advisor to the Administrator on Global African Descent Affairs who shall (1) direct policies programs and funding relating to the human rights and advancement of people of African descent internationally; and (2) develop a uniform set of indicators and standards for monitoring and evaluating foreign assistance for people of African descent.  The Office of Global African Descent Affairs shall develop or update annually (for 10 years after the initial report) a U.S. global strategy to prevent and respond to discrimination and violence against people of African descent. ,Public
 Stop Corrupt Iranian Oligarchs and Entities Act This bill directs the Department of the Treasury to report Congress on Iranian individuals and parastatal groups that have close relationships with the Iranian government including information regarding (1) their known sources of income (2) their indices of corruption (3) their involvement in key U.S. economic sectors (4) the structures and ownership of the parastatal groups and (5) the potential effects of imposing sanctions on such entities and individuals.,Public
 Protecting Diplomats from Surveillance Through Consumer Devices Act This bill directs the Department of State to establish a policy regarding the use of location-tracking consumer devices by employees at diplomatic and consular facilities and report the details of the policy to Congress.  The policy shall cover U.S. government staff contractors locally employed staff and members of other agencies deployed at the facilities. The State Department shall give security briefings to inform new and existing employees of the policy. ,Public
 European Energy Security and Diversification Act of 2019 This bill directs the Department of State to prioritize assistance to develop energy infrastructure in Europe in particular for projects involving the European Commission and governments in the region. Assistance shall include political technical and diplomatic support. Projects eligible for such assistance include infrastructure for natural gas electricity transmission and renewable energy. The State Department shall give preference to projects that (1) improve the capacity to transfer gas and electricity within and between European countries (2) have been identified by the European Commission as integral for regional energy security (3) are expected to enhance energy market integration (4) can attract other sources of funding and (5) can potentially use U.S. goods and services. The bill reauthorizes through FY2021 the Countering Russian Influence Fund and establishes that U.S. agencies may use the fund to provide assistance under the bill. The President shall report to Congress annually about U.S. assistance provided under the bill. ,Public
 United States-Israel Directed Energy Cooperation Act This bill authorizes the Department of Defense (DOD) upon request from Israel and with the concurrence of the Department of State to jointly carry out research and testing of directed energy capabilities with Israel. (Directed energy systems are capable of converting chemical or electrical energy into radiated energy and focusing it on a target.) DOD may provide maintenance and sustainment support for such activities if Israel matches U.S. funds provided for such support or otherwise provides an amount that meets Israel's best efforts.  The bill imposes various reporting requirements related to such joint research. ,Public
 Foreign Service Families Act of 2019 This bill directs the Department of State to include in the Foreign Affairs Manual an updated plan for providing telecommuting employment opportunities for the spouses of overseas Foreign Service Officers.  The State Department shall facilitate employment of such spouses by providing regular career counseling maintaining a centralized database of the skills of such spouses and available employment opportunities and offering other employment-related assistance. (Currently the State Department is authorized to provide such assistance but not required to do so.) The State Department shall establish a program to help such spouses access employment and education opportunities modeled after already-authorized programs for military spouses.  The State Department shall report to Congress on the status of the implementation of the Foreign Service Family Reserve Corps (a program designed to speed up the hiring process for eligible family members of overseas Foreign Service officers) including (1) an update on the implementation of a hiring preference for Corps members and (2) an accounting of any Corps-eligible individuals who were unable to fill a position at new location due to an inability to transfer a security clearance.  Family members of overseas government employees shall not be held to a higher employment standard for positions customarily filled by Foreign Service officers Foreign Service personnel or foreign nationals. ,Public
 War Crimes Rewards Expansion Act This bill expands the Department of State's rewards program to authorize rewards for providing information leading to the arrest conviction or transfer of a foreign national accused of war crimes crimes against humanity or genocide as such crimes as defined under the law of an international criminal tribunal the applicable country or the United States. Currently rewards are authorized for information leading to the arrest conviction or transfer of a foreign national accused of such crimes only as defined under the statutes of the relevant tribunal.,Public
 This resolution (1) supports preserving Vietnamese-American history and heritage (2) recognizes the U.S. Refugee Admission Program for facilitating entry into the United States and permanent status for many Vietnamese Americans and (3) condemns human rights violations by Vietnam and calls on that government to end such violations. ,Public
 This resolution directs the President to remove the Armed Forces from hostilities in Syria except for those engaged in operations against al Qaeda or associated forces unless a declaration of war or specific authorization has been enacted.,Public
" INF Treaty Compliance Act of 2019 This bill prohibits the Department of Defense from using funds to test procure or field any missile that would be prohibited under the Treaty Between the United States of America and the Union of Soviet Socialist Res on the Elimination of Their Intermediate-Range and Shorter-Range Missiles. (The President announced in February 2019 that he intends to withdraw the United States from the treaty commonly referred to as the ""INF Treaty."") ",Public
" This resolution expresses remembrance for the genocide of Roma by Nazi Germany and its Axis partners and commemorates the 75th anniversary of the destruction of the ""Gypsy Family Camp"" where Romani people were interned at Auschwitz.  The resolution commends the U.S. Holocaust Memorial Museum for its role in promoting the remembrance of the Holocaust and education about the genocide of Roma.  The resolution also expresses support for International Roma Day as an opportunity to honor the culture history and heritage of the Romani people in the United States. ",Public
 Combating Online Wildlife Trafficking Act of 2019 This bill requires (1) the Presidential Task Force on Wildlife Trafficking to develop recommendations and establish a working group to address wildlife trafficking online and on social media and (2) the Department of State and the U.S. Agency for International Development to create a strategy for engaging with internet and social media companies to address wildlife trafficking on their platforms.,Public
 Muhammad Ali Legacy Act This bill directs the Department of State to award grants to one or more organizations that (1) are established to promote global respect understanding and communication and to encourage character and leadership development worldwide; and (2) demonstrate a commitment to preserving the legacy of Muhammad Ali. ,Public
 No Passport Fees for Heroes' Families Act This bill waives the passport fees for certain family members of a member of the Armed Forces if the family members are traveling abroad to visit the Armed Forces member in the hospital. This waiver applies to the husband wife domestic partner children parents grandparents and siblings of an Armed Forces member.,Public
 Arms Sale Oversight Act This bill revises House of Representatives procedures for considering joint resolutions related to weapons and defense services sales to foreign countries export licenses for such weapons and services and technical assistance or manufacturing agreements with foreign countries. Currently the President must provide certification supporting such an action which can go forward unless Congress enacts a joint resolution opposing it. The bill provides for rules such as who may make a motion to discharge the resolution from committee and time limits on debate. ,Public
 Preventing Destabilization of Iraq Act of 2019 This bill directs the President to impose sanctions on foreign persons that use violence to threaten peace and stability in Iraq or to undermine the country's democratic processes and economic reconstruction. The sanctions include blocking property transactions involving such a sanctioned individual and blocking such a person's entry into the United States. Any current visas belonging to a sanctioned individual shall be revoked.  The Department of State shall report to Congress whether certain groups including Asa'ib Ahl al-Haq and Harakat Hizballah al-Nujaba qualify as foreign terrorist organizations and whether such groups and individuals affiliated with such groups should be subject to various sanctions. The State Department shall also report to Congress whether certain individuals including Qais al-Khazali and Laith al-Khazali would be subject to the sanctions prescribed in this bill.,Public
 Promoting United States International Leadership in 5G Act of 2019 This bill directs the Department of State to provide assistance and technical expertise to enhance U.S. leadership in international bodies that set standards for 5th and future generations of mobile telecommunications (5G) technology such as the International Telecommunication Union. The State Department shall also work to increase the participation of allies partners and the private sector. (International bodies develop standards for certain technologies such as those used in wireless data transmission to ensure interoperability between different companies' products. Stakeholders such as companies that manufacture equipment that uses such technologies or companies that hold relevant patents typically participate in the standards-setting process.)  The State Department shall report to Congress on (1) its strategy to promote U.S. leadership in the standards-setting bodies relevant to 5G technology; (2) its strategy for diplomatic engagement with allies and partners to share security-risk information related to 5G; and (3) China's activities in standards-setting bodies for 5G technology including the scope and scale of such activities.,Public
 This concurrent resolution expresses recognition that foreign assistance programs are critically important for promoting U.S. national security demonstrating the United States' humanitarian spirit and improving the country's international standing. The resolution also states that the goal should be to spend at least 1% of U.S. gross domestic product each year for nonmilitary foreign assistance.  ,Public
 This resolution declares that the House of Representatives disapproves certain comments of Representative Ilhan Omar from Minnesota.,Public
 People's Liberation Army (PLA) Visa Security Act This bill bars individuals affiliated with the Chinese military from entering the United States on visas for students (F visa) or work-and-study exchange (J visa). The President shall publish a list identifying research engineering and scientific institutions affiliated or funded by China's People's Liberation Army. Aliens who are or were previously employed sponsored or funded by any institution on the list shall be subject to the bar.  When a Chinese national applies for an F or J visa for an academic field related to an item on the Commerce Control List (a list of items subject to export controls) the consular officer handling the application shall request a special background check on the applicant.,Public
 This resolution recognizes the 300th anniversary of Liechtenstein's founding and expresses support for U.S. efforts to strengthen relations between the countries.,Public
 This resolution condemns the attacks on hospitals medical personnel and emergency responders by Syria and Russia and calls on all parties to (1) end the attacks on medical facilities; (2) cease targeting medical workers; and (3) allow unhindered medical assistance humanitarian assistance and medical evacuation of urgent cases to besieged areas. Additionally the resolution calls on the Department of State to work with the international community to conduct full prompt impartial and effective investigations of violations of international humanitarian law related to attacks on medical personnel and facilities. ,Public
" Respect for Peace Corps Volunteers Act  This bill allows the official seal or emblem of the Peace Corps and the name ""Peace Corps"" to be used on any death announcement plaque grave stone or other grave marker of a former volunteer officer or employee of the Peace Corps.",Public
 This resolution recognizes and affirms the historical connection of the Jewish people to Jerusalem and commends Israel for protecting the freedom of all faiths to access holy sites in the city. It also condemns efforts at the United Nations Educational Scientific and Cultural Organization (UNESCO) to rewrite the history of Jerusalem and supports the decision by the United States and Israel to withdraw from UNESCO.,Public
 This resolution directs the Permanent Select Committee on Intelligence and the Committees on Financial Services Foreign Affairs the Judiciary Oversight and Reform and Ways and Means to continue their ongoing investigations as part of the existing House of Representatives inquiry into whether sufficient grounds exist for the House to impeach President Trump. The resolution authorizes (1) the Permanent Select Committee on Intelligence to conduct investigative proceedings and (2) the chair of any committee having custody of materials relating to the inquiry to transfer the materials to the Committee on the Judiciary. The House authorizes the Committee on the Judiciary to conduct proceedings relating to the impeachment inquiry. The committee shall report to the House such resolutions articles of impeachment or other recommendations as it deems proper.,Public
 Combating Illicit Fentanyl Act of 2019 This bill directs the Department of State and the Department of the Treasury to annually report to Congress identifying each person in China including government officials involved in fentanyl production and its trafficking into the United States.,Public
 Georgian Fair Business Practices Sanctions Act of 2019 This bill directs the President to periodically report to Congress on (1) whether the government of Georgia is undermining commitments or contractual agreements made with U.S. business persons operating in Georgia and (2) the identities of current or former Georgian officials who are responsible for such actions. The report shall include a summary of U.S. government and nongovernment investment in Georgia. If the President determines that Georgia has committed such actions the President shall impose financial and trade assistance sanctions on the government of Georgia and visa and property blocking sanctions on identified officials.,Public
 United States-United Kingdom Directed Energy Cooperation Act This bill authorizes the Department of Defense (DOD) upon request from the United Kingdom (UK) and with the concurrence of the Department of State to jointly carry out research and testing of directed energy capabilities with the UK. (Directed energy systems are capable of converting chemical or electrical energy into radiated energy and focusing it on a target.) DOD may provide maintenance and sustainment support for such activities if the UK matches U.S. funds provided for such support or otherwise provides an amount that meets the UK's best efforts.  The bill imposes various reporting requirements related to such joint research. ,Public
 Protecting Life in Global Health Assistance Act of 2019 This bill prohibits U.S. assistance to foreign nonprofits nongovernmental organizations or quasi-autonomous organizations that promote or perform abortions except in cases of rape or incest or where the mother's life is endangered. ,Public
 This bill establishes that it is U.S. policy to not use nuclear weapons first.,Public
 This resolution affirms the United States' support of Taiwan and urges the international community and private companies to reject enforcement of the One-China Principle. (Taiwan is self-governing but China considers it to be a renegade province and has taken actions to encourage countries and international organizations to limit or cut off relations with Taiwan.),Public
 This resolution expresses the sense of the House of Representatives that Canada should not allow a permanent nuclear waste repository to be built within the Great Lakes Basin and that the President and the Department of State should work with Canada to (1) prevent the construction of such a repository and (2) craft a solution for the long-term storage of nuclear waste that is safe responsible and does not threaten the Great Lakes.,Public
     information related to their committee responsibilities.,Public
       (e) Staff Clearances.--The chairman or in the case of ,Public
     minority staff the ranking member shall designate the ,Public
     members of the committee staff whose assignments require ,Public
     access to classified and compartmented information and shall ,Public
     seek to obtain the requisite security clearances pursuant to ,Public
       (f) PRM Clearances.--For the purposes of this rule ,Public
     regarding security clearances and access to compartmented ,Public
     representative of the member (PRM) pursuant to rule 14(b) ,Public
     shall be deemed to have the same rights duties and ,Public
