Text,DocType
" DynCorp International’s (DI) Afghanistan
Life Services Support (ALiSS) Food Service team pulled out all the stops for
yet another holiday extravaganza at U.S. Ambassador to Afghanistan John Bass’
Independence Day celebration event. All hands were
on deck at the U.S. Embassy, as the highly-trained ALiSS catering team of 40+ personnel executed and passed delicious canapes and
hors d’œuvres for more than 600 guests. The event theme was “Music as
Diplomacy – The Global Contributions of American Jazz, Rock N’ Roll and Country
Music,” and DI met this challenge with close to a month of logistical planning. The offerings consisted of
cheese platters and crudités, watermelon skewers, slow cooked lamb lettuce
wraps, goat cheese mashed potatoes, salmon sliders with olive tapenade, pulled
BBQ chicken sliders and decorative devil’s eggs in red and blue, among
others. The pièce de résistance, in addition to the 650 delicious cupcakes
with custom fondant toppers, was the three-tiered chocolate ganache cake. A three-person team
from Dubai’s Sugaholic Bakeshop, which previously held the
Guinness Book World Record for the tallest cupcake display, was contracted to
come to Kabul and worked tirelessly for over 15 hours through the night to
assemble the 38” masterpiece of drums and an electric guitar. “The
guests were gasping at the elaborate display,” stated Ken Fox, Business Area
Team Operations vice president. “An amazing job by the DI team, and a moment
that I am sure will never be forgotten – that cake is a work of art. Thank you
again for creating memories!” In
recognition of the ALiSS team’s effort in support of the 4th of July
event, Ambassador Bass requested a photo with all the volunteers.
Congratulations to the Food Service team for a job well done. “A big
thanks to DI Catering Manager Yudy Nunez and the team – they did an absolutely
fantastic job!” said Robert F. Jennings IV, DI Vendor Relations senior manager.
“The customer approached me at
dinner to again thank us for the day’s events. The ALiSS Food Service team is
second to none! Thank you for taking the lead.”",Public
" The DynCorp International (DI) teams may have had more fun playing tournaments with their mini-golf greens than constructing them! The results are in from July’s DynFun activity, a miniature golf course construction contest. Teams worked inventively to build an individual putt-putt hole to incorporate into a DI-wide virtual golf course spread throughout the globe. The team on LOGCAP’s NTC program in Fort Irwin, California, built a putt-putt hole symbolizing their base in the desert. It included course features representative of many elements of their location: the historical Painted Rocks near the main gate, the High Mobility, Multi-Purpose, Wheeled Vehicle that DI maintains, the M113 Armored Personnel Carrier that DI also maintains, the UH-60 Blackhawk helicopter to represent the DI Air Traffic Controllers, orange cones to represent the Vehicle Issue Yard and Rotational Unit Field Maintenance Area where vehicles are transferred to/from DI for test, repair & inspection, the ammunition can representing the Theatre Ammunition Supply Point, the brake rotor and exhaust pipe to represent other maintenance facilities, and finally, the cactus, donkeys and coyotes to represent the desert. The Accounts Payable team in Fort Worth, Texas went with a tropical luau party theme, featuring pool noodle guides, a tiki windmill, a metal filing rack tunnel, a pool float trap and a hibiscus flower ramp. They had an honor system on scorecards emphasizing fair play for their tournament prize. Alliance Security and Facilities in Fort Worth, Texas set up a Team dysFUNctional hole featuring an Edward Snowden and Leonard Moss starting tee with vintage cartoon burglars and insider threat ‘shadow man’ tube obstacles, with the finish in a DI Mailroom mailbox. At the McLean, Virginia office, team Corporate Security, Facilities & Real Estate created a carnival-game type putt-putt green with three alternative scoring options, the ultimate goal score being Security Superstar! They played the DI Security Open Mini Golf Tournament, which resulted in a four-way tie. A shootout was conducted among the winners, and Dorian Amstel resulted victorious with a Security Awareness medallion. Corporate Human Resources in Fort Worth, Texas, created green ‘Dyn O Mite’ with a prehistoric theme. The putt-putt hole featured an erupting volcano, plastic bin water feature with mini boulders, velociraptor and T-rex obstacles, tropical pterodactyl, and a whiteboard backdrop with dry-eraser artwork. Congratulations to our winners, a tie between Human Resources and Alliance Security & Facilities. Both teams pushed their creative limits while staying within the contest size guidelines! All five of our terrific putt-putt green designing teams will receive a prize for their innovative creations. Check out the mini-golf Flickr album of the DI teams playing their miniature golf holes!",Public
" On DynCorp International’s (DI) CLS-Transport program at Redstone Army Airfield in Redstone Arsenal, Alabama, three DI mechanics worked under the close observation of technical writers, Beechcraft engineers and Fixed Wing Project Office observers to execute the first successful Automatic Dependent Surveillance – Broadcast (ADS-B) modification of a T-6D aircraft. ADS-B is a next generation surveillance technology which introduces air and ground aspects that provide Air Traffic Control with an accurate picture of the aircraft’s three-dimensional position in the en-route, terminal, approach and surface environments. “Allen Girod, John Wiley and Tyler Dowland were recognized by LTC Cornelius Allen, Commander of the Aviation Flight Test Directorate for their outstanding performance,” said Kirk McCauley, CLS-Transport program director. The employees conducted the modification using red-lined procedures for the T-6B aircraft, supporting the U.S. Army’s Validation and Verification (V&V) effort. V&V is a process for system engineers to gauge progress and use quality controls to verify all requirements are met on analysis testing, inspection and demonstration requirements. Even with the mandatory requirement for DCMA quality assurance stop-points, the DI team completed the modification ahead of schedule in only 200 hours, versus the anticipated 349 hours. “The DI maintenance team was able to surpass all customer expectations and successfully execute the ADS-B out modification in record time,” continued Kirk. “In light of their performance, the DI team was formally recognized and awarded commander’s coins for excellence by the Redstone Test Center customer.” The CLS-Transport program provides all logistics and maintenance support for 151 aircraft dispersed among 72 sites worldwide. The program’s four assigned T-6D “Texan” aircraft support the U.S. Army’s flight test activity and are maintained by DI employees at Redstone Army Airfield, Redstone Arsenal, Alabama.",Public
" Washington
Technology has released their 2019
list of the 100 largest government contractors according to prime
contracting dollars. This year, DynCorp International is ranked 28th,
based on 2018 prime contracts. About Washington
Technology Top 100 List Washington Technology’s list is a barometer of the federal market’s competitive landscape. It measures contractors according to their prime contracts in the areas of IT, systems integration, professional services, telecommunications and other high-tech services areas.",Public
" This month, employees from DynCorp International’s (DI) McLean, Virginia and Fort Worth, Texas offices collected dresses, shoes and accessories to donate to the USO of Metropolitan Washington-Baltimore (USO-Metro). USO-Metro is a nonprofit organization chartered by Congress, and dedicated to “serving those who serve, and their families” in Washington D.C., Maryland and Northern Virginia. With the help of thousands of devoted volunteers, USO-Metro provides programs and services for active duty troops and their families at area military hospitals, USO Centers, USO airport lounges and a Mobile USO. Most branches of service have at least one anniversary ball or recognition “gala” each year. These special events can be intimidating and uncomfortable considering the etiquette and protocol associated with attending these functions. USO-Metro puts on a full day event, called Project Cinderella, which empowers women with interactive workshops on beauty and etiquette. It culminates with the women choosing from a selection of donated items, both a formal gown and accessories. This program is designed to help offset the costs of expensive military balls and other formal functions. In total, DI collected 37 dresses, 11 pairs of shoes, 4 purses and 27 articles of jewelry.",Public
" More than 100 people and 55 companies attended a small business outreach event on April 18 at the Thompson Alumni Center on the University of Nebraska campus in Omaha. The collaborative hosts of the event included the local Procurement Technical Assistance Center (PTAC), U.S. Small Business Administration (SBA) and the U.S. Air Force 55th Wing. “The focus of the event was to identify small businesses that could potentially provide necessary services in support of the Offutt recovery effort,” said Debbie Newberry, DynCorp International Small Business senior manager. “Offutt Air Force Base was extensively damaged by the Nebraska flood and recovery efforts are ongoing.” The event was divided into two phases – the first included speakers from the PTAC, SBA, the Air Force and DynCorp International (DI). The second phase was a breakout session where DI representatives learned the small businesses’ capabilities and answered any questions about the project or doing business with DI. “We believe the event overall was a success by aligning capable small businesses with potential solutions for contingency-related recovery efforts at Offutt AFB,” added Debbie. The hosts of the event included: Eric Mahowald, director, Business Operations, U.S. Air Force 55th Contracting Squadron; MSgt. Paul Erickson, Administrative Contracting Officer; Veronica Doga, program director, Procurement Technical Assistance Center, University of Nebraska at Omaha; Charles Mason, U.S. Small Business Administration; and from DI: Billy Harlin, Quentin Harvey, Bridget Elero, Terri McCord, Genifer Clark and Debbie Newberry.",Public
" DynCorp International (DI) hosted students from the National Defense University (NDU) at the McLean, Virginia office on Friday, April 12. The students are part of the National Defense University’s competitive Dwight D. Eisenhower School for National Security and Resource Strategy. The nearly year-long curriculum prepares select military officers and civilians for leadership roles and success in developing national security strategy. Graduates are taught skills that can be used to better evaluate, marshal, and manage resources in the execution of military strategies. Many graduates of the program go on to hold leadership positions throughout the government and become executives in industry. Topics varied from an overview of what DI does, to specific program details, to finance. One area of concentration was DynCorp International’s ability to stand up high-performing, rapid response teams that offer unique, tailored solutions. For example, there were questions about how DI approaches complex tasks like responding to natural disasters when resources can be scarce and needs are ever-changing. The group was also interested in learning how DI successfully implements large scale programs quickly while maintaining our high-quality standards and our companies’ core values. The seventeen scholars represented a diverse group with a wide array of experience and included members of U.S. Armed Forces, select inter-agency civilians, and representatives from Tanzania, Croatia, Italy, and Bosnia and Herzegovina armed forces. Attendees hold ranks in the military including Commanders, Lieutenants, Lieutenant Colonels and Colonels. The group heard from three presenters, Jim Cassella, SVP Business Development; Janet Oliver, SVP Business Development; and Robert Tillery, SVP Operations. We look forward
to continuing to engage with the National Defense University for years to come!",Public
" Carol Simmons said, “It’s time.” After serving 43 years with DynCorp International (DI), Carol is looking forward to spending time with her children and grandchildren in Arizona. She began work for Dynalectron, DI’s predecessor, in 1976 as an aircraft mechanic at Wichita Air Force Base in Kansas. She left Wichita to accept a short assignment to Charleston AFB and in 1978 transferred to George AFB in California supporting F-4 aircraft maintenance until 1991. “Yes, that is correct – Carol started as an aircraft mechanic back in ’76,” said Charlie Grogan, current U.S. Navy senior program director and previous Contract Field Teams lead. “She was definitely a pioneer in her field.”  In 1991 Carol transferred to Germany and served as an aircraft mechanic, inspector and supervisor at progressively higher levels. In 2008 after 17 years in Germany, she transferred to Fort Worth, Texas as the administrative manager for the U.S. Air Force Contract Field Team (CFT) program. Carol took that job into the field in 2017 at Davis-Monthan AFB in Arizona, where she also added an administrative role on the A-10 aircraft task order. “Although she supported many DI contracts, from the start to the finish of her career she was assigned to the CFT contract,” continued Charlie. “Another interesting note – CFT is DI’s longest running contract. It’s been an IDIQ task order contract continuously from 1951 to today.” Dianne Walker, SVP Human Resources, has known Carol for more than 40 years. She said, “Along the way, without intent, Carol served as a role model for social change. She paved the way for female employees to thrive in an industry whose work force was, historically, composed of male counterparts.” “Carol was successful in her many early assignments as aircraft mechanic, electronics technician, supply technician, aircraft inspector, NDI level III inspector and as a supervisor/manager responsible for directing the efforts of assigned personnel that provide maintenance, modification and repair of rotor-winged aircraft and major weapons systems,” added Dianne. “It has been my pleasure to have had the opportunity to work with Carol these past many years. While we executed DI’s mission many miles apart from one another, it was always apparent Carol operated with ethics and integrity, led by example, and succeeded in keeping our workforce motivated and mission focused even during the most challenging of circumstances. Her actions while with DI have earned my respect, and she has been and remains an inspiration to us all and a role model worthy of emulation!”   Carol received
an engraved crystal globe in recognition of her service from the CFT Program
Management Office, a Waterford crystal frame from the CAO-HR team and a
beautifully engraved crystal vase from the Davis-Monthan team. “Not only is
Carol an avid collector of crystal, when she’s not with her grandchildren she
can be spotted at a casino,” stated Charlie. “We hope you hit a jackpot Carol,
because DI sure hit one with you!” Check out DI’s Flickr page for pictures from Carol’s retirement.",Public
" DynCorp International’s (DI) fourth annual Walking Day Challenge brought nearly double the teams from last year, topping out at 28 teams trekking for the win! Wednesday, April 3, was a day of speed-walking to glory despite incoming in Afghanistan and participants scraping out time to walk from their busy, mission-filled day. DI holds the International Walking Day Challenge to remind employees of the importance of taking a walk. DI had walkers in Texas, Virginia, California, Alabama, Egypt, India, Qatar and Afghanistan. Here are the
eagerly anticipated team results! Congratulations to our 2019 walking
challenge winner, the Unstoppables of DI Business Services in Bangalore, India! Thank you to all of our participants! Check out DI’s 2019 Walking Day Challenge Flickr page to look at pictures from the walkers!",Public
" DynCorp International’s (DI) Medium Tactical Vehicle (MTV) Total Package Fielding (TPF) teams received kudos for training conducted in Korea and the U.S. “We recently issued 47 Long-Term Armor Strategy (LTAS) vehicles to various U.S. installations in Korea,” said Rich Majarrez, MTV logistics analyst and team lead. “Our fielding team flew to Busan, South Korea to inspect the vehicles before they were staged and shipped out to the different fielding sites throughout Korea. We had seven members: Gary Nobles, Robert Greene, Tim Fox, Eric Sirois, Ernie Huntly, Darin Widrick and myself.” Training was conducted at Camp Carroll in Waegwan and at Camp Humphreys in Pyeongtaek, South Korea, where DI’s MTV instructors familiarized attendees on the M1148 Load Handling System. MTV team members also conducted the issuing and handoff of the equipment to U.S. Army units at those two camps and at Camp Casey in Dongducheon, South Korea. The U.S. Army Product Support Manager (PSM) thanked DI’s MTV team, stating, “Your dedication, excellent coordination and overall TPF performance is nothing short of superb.” “Your recent completion of the Korea fielding was totally outstanding, you maintained excellent communication not only with the fielding manager but more importantly the gaining command,” continued the PSM. “Your planning, coordination and execution ensured the timeliness of the fielding without any disruption to the warfighter training schedule. Job well done!” “There was also a lot of coordination prior to the Korea deployment,” added Majarrez. “The team performed excellently throughout the entire process.” Meanwhile, at the Oshkosh facility in Warren, Michigan, four MTV employees developed an Instructor Key Personnel Training (IKPT) course for the next generation of MTV vehicle platforms: Christopher Perry, Craig Howard, Prince Smalls and Kurt Gould. “They did an outstanding job developing training manuals, devices and aids at the request of the U.S. Army Tank-Automotive & Armaments Command (TACOM) and the original equipment manufacturer (OEM), Oshkosh Defense,” said Nick Sass, MTV program manager. “Their competencies, focus and field experience has contributed to great information transfer for the U.S. soldiers in the field working with the MTV family of vehicles.” Sass continued, “The future IKPT will continue to strengthen and build the bond and information flow between the TACOM office, the OEM, our DI teams and the soldiers we all support.”",Public
" On February 19, DynCorp International’s Rob Tillery, senior
vice president of operations, joined the LOGCAP team from Task Order 7 (TO7) at
the National Training Center, Fort Irwin, California, in the presentation of a
$2,500 check to the National Training Center’s Sergeant Audie Murphy Club (SAMC).
The Sergeant Audie Murphy Club is a private U.S. Army organization for enlisted
non-commissioned officers. DynCorp International has chosen to graciously
sponsor the induction ceremonies for all new members into National Training
Center’s SAMC. Rob Tillery, program manager Phil Mead, and the leadership from
TO7 sat down in the local dining facility and enjoyed a meal before presenting the
sponsorship check to the President of the SAMC, 1SGJones. Left to Right – Garrison CSM Edwards, 1SG Jones, UNK, Rob
Tillery, MSG Weiss, SGM Bowman Left to Right – 1SG Jones and Rob Tillery",Public
